tenure,Contract,InternetService,PaymentMethod,SeniorCitizen,Partner,Dependents,PaperlessBilling,PhoneService,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,Churn
8,One year,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,151.11,No
29,Month-to-month,DSL,Electronic check,0,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,58.78,1678.29,Yes
22,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,No,No,Yes,Yes,No,Yes,No,85.27,1789.55,No
35,One year,DSL,Credit card,0,No,No,Yes,No,Yes,Yes,No,No,No,Yes,58.73,2075.26,No
30,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,90.38,2657.08,Yes
20,Month-to-month,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,369.03,No
26,Month-to-month,DSL,Credit card,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,70.5,1896.18,No
23,Month-to-month,No,Mailed check,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.92,432.5,No
4,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,84.83,347.45,No
72,Two year,Fiber optic,Mailed check,0,No,Yes,No,Yes,No,No,No,Yes,No,Yes,80.88,6051.86,No
72,Two year,No,Credit card,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.77,1416.86,No
61,Two year,DSL,Mailed check,0,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,58.61,3632.58,No
20,Month-to-month,No,Mailed check,0,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.08,439.02,Yes
30,Month-to-month,No,Electronic check,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.08,584.03,No
38,Month-to-month,DSL,Credit card,1,No,No,No,Yes,Yes,No,No,No,No,No,50.87,1889.52,No
48,Month-to-month,DSL,Credit card,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,71.13,3313.86,No
9,Month-to-month,DSL,Bank transfer,0,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,65.28,597.83,No
35,Month-to-month,No,Credit card,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.27,725.19,No
17,Month-to-month,No,Bank transfer,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.64,365.97,Yes
0,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,No,Yes,No,No,72.16,73.5,Yes
31,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,57.46,1703.75,No
61,One year,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,89.18,5622.29,No
34,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,58.62,1936.61,No
51,Two year,No,Mailed check,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.06,1036.54,No
24,Month-to-month,No,Mailed check,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.06,502.28,Yes
29,Month-to-month,DSL,Bank transfer,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,67.83,2003.53,No
27,Month-to-month,Fiber optic,Bank transfer,1,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,91.99,2466.84,Yes
38,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No,No,No,Yes,No,67.42,2536.09,Yes
33,Month-to-month,Fiber optic,Mailed check,0,No,No,No,No,No,Yes,No,Yes,Yes,Yes,94.94,2986.05,Yes
9,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,72.83,672.66,Yes
38,One year,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.77,860.93,No
10,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,98.33,1023.87,Yes
21,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,91.6,1918.51,Yes
24,Two year,DSL,Bank transfer,0,No,No,No,Yes,No,Yes,Yes,Yes,No,No,60.49,1380.72,No
49,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,101.19,4982.78,No
26,One year,Fiber optic,Mailed check,0,No,No,No,Yes,Yes,No,No,No,No,No,72.1,1850.52,Yes
10,Month-to-month,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.49,196.28,No
19,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No,No,No,No,No,66.32,1201.11,No
0,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,81.74,82.96,No
13,Month-to-month,DSL,Electronic check,0,No,Yes,No,Yes,No,No,No,No,No,Yes,60.09,780.25,No
41,One year,Fiber optic,Bank transfer,1,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,85.49,3568.41,No
44,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,Yes,No,No,No,No,Yes,No,70.22,2969.14,Yes
20,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,70.58,1479.52,No
12,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,88.18,1046.58,Yes
36,Two year,No,Credit card,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.55,679.62,No
72,Two year,Fiber optic,Bank transfer,0,No,No,No,Yes,Yes,No,No,No,Yes,No,81.53,5621.99,No
55,Two year,Fiber optic,Credit card,0,No,No,Yes,No,Yes,Yes,Yes,No,No,No,85.62,4722.6,No
39,One year,Fiber optic,Bank transfer,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,93.44,3478.8,No
16,One year,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.37,326.03,No
26,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,No,No,Yes,No,70.01,1837.86,Yes
45,Two year,No,Electronic check,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.54,1052.54,No
42,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,84.53,3604.5,No
25,Month-to-month,No,Electronic check,1,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.31,452.19,No
40,One year,Fiber optic,Mailed check,0,No,No,No,Yes,No,No,Yes,No,Yes,No,72.24,2983.62,No
0,Month-to-month,Fiber optic,Bank transfer,1,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,77.59,77.19,Yes
16,Month-to-month,DSL,Bank transfer,0,Yes,No,No,Yes,No,Yes,No,No,Yes,No,60.28,966.01,No
15,Month-to-month,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,No,No,No,Yes,No,No,70.56,1036.15,Yes
20,Month-to-month,DSL,Mailed check,0,Yes,No,No,Yes,No,No,No,No,No,Yes,51.5,1032.74,Yes
22,Two year,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,62.27,1397.8,No
3,Month-to-month,DSL,Mailed check,0,No,No,No,Yes,No,No,Yes,No,No,Yes,60.69,180.1,No
46,Two year,Fiber optic,Mailed check,0,No,Yes,No,No,No,No,No,Yes,No,Yes,75.87,3345.95,No
26,Month-to-month,DSL,Electronic check,0,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,68.12,1835.14,Yes
7,One year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,83.69,600.37,Yes
40,Month-to-month,No,Credit card,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.68,881.19,No
72,Two year,DSL,Mailed check,0,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,59.67,4276.2,No
2,Month-to-month,DSL,Mailed check,1,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,59.31,121.26,No
58,Month-to-month,No,Electronic check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.99,1351.92,No
22,Month-to-month,DSL,Electronic check,0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,67.03,1476.34,No
16,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,62.68,954.41,Yes
28,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,No,No,Yes,Yes,78.51,2296.08,Yes
45,One year,DSL,Electronic check,0,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,75.31,3456.22,No
56,Two year,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,91.3,5268.68,No
21,One year,Fiber optic,Credit card,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,94.9,2090.48,No
11,Month-to-month,No,Mailed check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.56,221.55,Yes
24,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No,No,Yes,Yes,No,80.37,1837.84,Yes
67,Two year,DSL,Bank transfer,0,No,No,Yes,Yes,No,No,No,No,Yes,Yes,53.88,3452.4,No
72,Two year,Fiber optic,Mailed check,0,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,89.03,6485.03,No
11,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,76.72,845.21,Yes
55,Two year,No,Electronic check,0,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.97,1180.93,No
7,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,79.9,533.48,No
72,Two year,DSL,Electronic check,1,Yes,No,No,Yes,No,No,No,No,No,No,44.32,3318.56,No
49,Two year,DSL,Credit card,0,Yes,No,No,Yes,No,No,Yes,No,No,No,57.37,2911.46,No
29,One year,No,Credit card,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.08,571.85,No
19,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,Yes,Yes,No,No,73.16,1403.83,No
11,One year,No,Credit card,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.25,212.25,No
27,Month-to-month,DSL,Bank transfer,0,No,No,Yes,No,No,No,No,Yes,Yes,No,53.09,1391.07,No
49,Two year,Fiber optic,Electronic check,0,No,No,No,Yes,Yes,No,No,No,No,No,73.87,3734.7,No
62,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,83.24,5074.83,No
28,One year,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,96.03,2766.87,No
50,Two year,DSL,Mailed check,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,65.71,3383.99,No
34,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,81.78,2668.17,No
31,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,Yes,No,No,Yes,Yes,No,85.56,2615.28,No
55,One year,DSL,Bank transfer,0,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,52.56,2837.54,No
14,Month-to-month,DSL,Credit card,1,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,67.14,922.8,No
0,Month-to-month,Fiber optic,Mailed check,0,No,No,No,Yes,Yes,No,No,Yes,No,No,73.58,74.43,Yes
61,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,Yes,No,No,No,No,Yes,80.63,4827.56,No
26,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,62.89,1618.17,No
42,One year,DSL,Credit card,0,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,67.99,2950.71,No
51,One year,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.63,1132.41,No
0,Month-to-month,DSL,Electronic check,0,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,67.34,68.22,No
11,Month-to-month,DSL,Electronic check,1,No,No,Yes,Yes,No,No,No,Yes,Yes,No,61.11,664.31,Yes
1,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,85.23,81.36,No
21,Month-to-month,No,Bank transfer,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.08,445.28,No
16,One year,Fiber optic,Credit card,1,No,No,Yes,Yes,No,Yes,No,No,No,Yes,80.48,1333.56,No
29,Month-to-month,Fiber optic,Credit card,0,Yes,No,No,Yes,No,Yes,No,No,Yes,No,78.82,2256.19,Yes
37,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,84.46,3247.03,No
72,Two year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,86.37,6317.91,No
25,Month-to-month,No,Credit card,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.99,511.66,No
41,One year,Fiber optic,Credit card,0,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,82.24,3529.4,No
11,Month-to-month,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,No,No,No,No,Yes,No,70.93,798.34,Yes
25,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,78.74,2047.98,No
16,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.07,334.53,No
24,Two year,No,Mailed check,0,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.92,505.0,No
44,Two year,No,Credit card,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.32,924.7,No
31,Month-to-month,No,Credit card,0,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.14,739.02,No
0,Month-to-month,No,Mailed check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.61,20.25,Yes
0,Month-to-month,DSL,Electronic check,1,Yes,No,Yes,Yes,No,No,No,Yes,No,No,52.96,54.7,No
35,One year,Fiber optic,Mailed check,1,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,83.52,2881.45,No
3,One year,Fiber optic,Credit card,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,77.95,244.76,No
50,One year,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,79.55,3959.55,No
64,Two year,DSL,Electronic check,1,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,59.68,3800.09,No
33,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,No,No,Yes,No,No,73.54,2458.43,No
42,One year,Fiber optic,Mailed check,1,No,No,No,Yes,No,No,No,No,No,No,66.86,2938.86,No
24,One year,DSL,Mailed check,0,No,No,No,Yes,No,No,No,No,No,Yes,51.23,1276.02,No
0,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,83.11,86.19,Yes
63,Two year,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,93.72,6062.26,No
29,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,Yes,Yes,No,Yes,No,No,No,80.44,2359.42,Yes
20,One year,DSL,Electronic check,0,No,No,Yes,Yes,No,Yes,Yes,No,No,No,60.69,1215.5,No
18,One year,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,86.96,1603.55,No
54,Two year,Fiber optic,Electronic check,0,No,No,No,Yes,No,No,No,No,Yes,No,75.43,3956.24,No
20,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,No,No,No,No,Yes,72.07,1383.23,Yes
33,Month-to-month,DSL,Electronic check,1,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,65.28,2060.84,No
65,Two year,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,Yes,No,No,No,No,No,75.59,4737.16,No
53,Two year,Fiber optic,Credit card,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,76.93,4192.76,No
35,Month-to-month,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.58,730.43,No
48,Two year,No,Credit card,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.01,827.41,No
13,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,86.0,1150.94,Yes
52,One year,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,81.56,4171.65,No
69,Two year,Fiber optic,Electronic check,0,No,No,No,Yes,No,No,Yes,No,No,Yes,79.62,5430.07,No
34,Month-to-month,DSL,Electronic check,1,Yes,No,Yes,No,No,No,No,No,No,No,46.51,1593.09,No
15,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,70.29,1079.81,Yes
55,Two year,No,Credit card,1,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.74,1089.44,No
40,Two year,No,Credit card,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,684.05,No
68,Two year,DSL,Electronic check,0,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,69.39,4577.28,No
9,Month-to-month,Fiber optic,Electronic check,1,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,76.15,698.7,Yes
22,Two year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.69,405.22,No
11,Month-to-month,DSL,Bank transfer,0,Yes,Yes,No,Yes,No,No,No,No,No,No,45.79,489.18,No
4,Month-to-month,No,Electronic check,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.69,86.69,No
0,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,No,No,No,No,Yes,70.18,67.66,Yes
45,Two year,DSL,Credit card,0,Yes,Yes,Yes,Yes,No,No,No,No,No,No,47.61,2243.47,No
67,Two year,No,Credit card,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.93,1388.72,No
45,One year,No,Bank transfer,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.07,860.8,No
45,One year,DSL,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,No,No,No,60.35,2683.0,No
41,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,Yes,No,No,No,No,No,No,41.77,1784.18,No
9,Month-to-month,Fiber optic,Electronic check,0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,78.89,735.95,Yes
0,Month-to-month,DSL,Bank transfer,1,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,71.43,68.69,Yes
26,Month-to-month,No,Bank transfer,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.65,500.0,No
24,Month-to-month,DSL,Electronic check,0,No,Yes,No,Yes,No,No,No,No,No,No,43.61,1016.66,No
34,Two year,Fiber optic,Credit card,1,No,Yes,No,Yes,No,No,No,Yes,No,No,65.87,2200.13,No
35,One year,Fiber optic,Mailed check,0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,94.56,3363.15,No
63,Two year,DSL,Credit card,0,No,No,Yes,Yes,No,No,Yes,Yes,No,No,56.28,3685.36,No
22,Month-to-month,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.48,467.1,No
30,Month-to-month,Fiber optic,Mailed check,1,No,No,Yes,Yes,Yes,No,No,No,Yes,No,77.63,2322.34,Yes
7,Month-to-month,Fiber optic,Electronic check,0,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,87.76,644.11,Yes
0,Month-to-month,No,Bank transfer,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.81,19.82,No
3,Month-to-month,DSL,Electronic check,0,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,68.76,204.7,No
32,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,82.13,2696.14,No
35,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,No,No,No,No,Yes,No,69.5,2494.87,No
35,One year,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,No,No,No,No,No,62.27,2270.52,No
42,Month-to-month,Fiber optic,Bank transfer,1,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,82.6,3627.02,Yes
15,Month-to-month,DSL,Bank transfer,1,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,70.92,1098.74,Yes
10,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,No,No,Yes,No,52.58,516.58,Yes
0,Month-to-month,DSL,Bank transfer,0,Yes,Yes,No,Yes,No,No,No,No,No,No,45.87,44.97,No
17,Month-to-month,DSL,Mailed check,1,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,58.38,1008.05,No
35,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,Yes,No,No,No,76.49,2781.27,No
58,One year,Fiber optic,Mailed check,0,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,83.22,4913.33,No
35,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,89.23,2994.48,Yes
62,Two year,Fiber optic,Mailed check,0,No,Yes,No,Yes,No,No,No,Yes,Yes,No,79.1,4960.09,No
44,Month-to-month,DSL,Mailed check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,60.81,2644.86,No
3,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,79.0,245.66,Yes
37,Month-to-month,DSL,Bank transfer,0,No,Yes,No,Yes,Yes,No,No,No,No,No,51.35,1982.78,Yes
22,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,No,Yes,Yes,No,No,No,82.52,1824.08,Yes
21,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,93.84,1897.85,No
31,Two year,Fiber optic,Credit card,1,No,No,No,Yes,No,Yes,No,No,No,No,68.75,2234.51,No
23,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,61.68,1466.31,No
56,One year,DSL,Electronic check,0,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,55.91,3067.33,No
0,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.37,23.17,No
31,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,87.52,2841.28,No
0,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,63.78,65.39,Yes
0,Month-to-month,DSL,Credit card,0,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,64.72,64.13,Yes
16,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,Yes,No,No,75.25,1232.17,Yes
72,Two year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No,No,No,Yes,No,72.67,4987.4,No
36,One year,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,84.84,3025.7,Yes
62,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,No,No,Yes,No,No,74.05,4802.7,No
3,Month-to-month,No,Bank transfer,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.02,59.65,No
51,Two year,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,84.91,4363.89,No
37,One year,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,71.76,2686.23,No
64,One year,DSL,Bank transfer,0,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,71.76,4705.36,No
42,Two year,Fiber optic,Mailed check,0,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,83.73,3585.63,No
27,One year,DSL,Mailed check,0,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,67.02,1860.58,No
71,Two year,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,73.78,5478.31,No
34,One year,DSL,Mailed check,1,No,No,Yes,Yes,No,No,Yes,No,Yes,No,60.08,2095.25,Yes
20,Month-to-month,Fiber optic,Mailed check,1,No,No,Yes,Yes,Yes,No,No,No,Yes,No,78.09,1559.38,No
45,One year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,75.81,3397.23,No
8,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,94.34,781.41,Yes
21,Two year,DSL,Electronic check,0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,52.64,1063.14,No
71,Two year,DSL,Credit card,0,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,58.37,4269.1,No
20,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,No,Yes,No,No,No,Yes,No,54.57,1077.08,Yes
0,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,89.91,92.13,Yes
30,Month-to-month,No,Electronic check,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.54,558.73,No
50,Month-to-month,Fiber optic,Electronic check,1,No,No,No,Yes,No,No,No,No,No,Yes,73.92,3640.41,No
37,Month-to-month,No,Electronic check,0,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.76,762.06,Yes
71,One year,DSL,Bank transfer,0,No,Yes,No,Yes,No,Yes,No,No,Yes,No,59.97,4050.93,No
18,One year,DSL,Electronic check,1,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,57.32,1001.75,No
58,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,80.07,4630.11,No
24,Month-to-month,DSL,Electronic check,0,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,71.75,1737.36,Yes
16,Month-to-month,DSL,Electronic check,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,64.97,1058.68,No
